LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
1	001	1	verb, normal	e
2	001	2	verb, normal	er
3	001	3	verb, normal	es
4	001	4	verb, normal	a
5	001	5	verb, normal	a
6	001	7	verb, normal	a
7	001	8	verb, normal	a
8	001	9	verb, normal	a
9	001	10	verb, normal	ende
10	001	11	verb, normal	
11	001	6	verb, normal	a
12	002	1	verb, normal	++e
13	002	2	verb, normal	++er
14	002	3	verb, normal	++es
15	002	4	verb, normal	++a
16	002	5	verb, normal	++a
17	002	7	verb, normal	++a
18	002	8	verb, normal	++a
19	002	9	verb, normal	++a
20	002	10	verb, normal	++ende
21	002	11	verb, normal	+
22	002	6	verb, normal	++a
23	003	1	verb, normal	
24	003	2	verb, normal	r
25	003	3	verb, normal	s
26	003	4	verb, normal	a
27	003	5	verb, normal	a
28	003	7	verb, normal	a
29	003	8	verb, normal	a
30	003	9	verb, normal	a
31	003	10	verb, normal	ende
32	003	11	verb, normal	
33	003	6	verb, normal	a
34	004	1	verb, normal	+je
35	004	2	verb, normal	+jer
36	004	3	verb, normal	+jes
37	004	4	verb, normal	+ja
38	004	5	verb, normal	+ja
39	004	7	verb, normal	+ja
40	004	8	verb, normal	+ja
41	004	9	verb, normal	+ja
42	004	10	verb, normal	+jende
43	004	11	verb, normal	+
44	004	6	verb, normal	+ja
45	007	1	verb, normal	e
46	007	2	verb, normal	er
47	007	3	verb, normal	es
48	007	4	verb, normal	a
49	007	5	verb, normal	a
50	007	7	verb, normal	a
51	007	8	verb, normal	a
52	007	9	verb, normal	a
53	007	10	verb, normal	ende
54	007	11	verb, normal	e
55	007	6	verb, normal	a
56	010	1	verb, normal	e
57	010	2	verb, normal	er
58	010	3	verb, normal	es
59	010	4	verb, normal	et
60	010	5	verb, normal	et
61	010	7	verb, normal	et
62	010	8	verb, normal	ete
63	010	9	verb, normal	ete
64	010	10	verb, normal	ende
65	010	11	verb, normal	
66	010	6	verb, normal	et
67	011	7	verb, normal	et
68	011	11	verb, normal	
69	011	10	verb, normal	ende
70	011	9	verb, normal	ede
71	011	8	verb, normal	ede
72	011	6	verb, normal	et
73	011	5	verb, normal	et
74	011	4	verb, normal	et
75	011	3	verb, normal	es
76	011	2	verb, normal	er
77	011	1	verb, normal	e
78	012	1	verb, normal	++e
79	012	2	verb, normal	++er
80	012	3	verb, normal	++es
81	012	4	verb, normal	++et
82	012	5	verb, normal	++et
83	012	7	verb, normal	++et
84	012	8	verb, normal	++ete
85	012	9	verb, normal	++ete
86	012	10	verb, normal	++ende
87	012	11	verb, normal	+
88	012	6	verb, normal	++et
89	013	1	verb, normal	
90	013	2	verb, normal	r
91	013	3	verb, normal	s
92	013	4	verb, normal	et
93	013	5	verb, normal	et
94	013	7	verb, normal	et
95	013	8	verb, normal	ete
96	013	9	verb, normal	ete
97	013	10	verb, normal	ende
98	013	11	verb, normal	
99	013	6	verb, normal	et
100	014	1	verb, normal	+je
101	014	2	verb, normal	+jer
102	014	3	verb, normal	+jes
103	014	4	verb, normal	+jet
104	014	5	verb, normal	+jet
105	014	7	verb, normal	+jet
106	014	8	verb, normal	+jete
107	014	9	verb, normal	+jete
108	014	10	verb, normal	+jende
109	014	11	verb, normal	+
110	014	6	verb, normal	+jet
111	015	7	verb, normal	++et
112	015	11	verb, normal	+
113	015	6	verb, normal	++et
114	015	4	verb, normal	++et
115	015	3	verb, normal	++es
116	015	2	verb, normal	++er
117	015	1	verb, normal	++e
118	015	10	verb, normal	++ende
119	015	9	verb, normal	++ede
120	015	8	verb, normal	++ede
121	015	5	verb, normal	++et
122	016	11	verb, normal	
123	016	1	verb, normal	
124	016	2	verb, normal	r
125	016	3	verb, normal	s
126	016	4	verb, normal	et
127	016	5	verb, normal	et
128	016	6	verb, normal	et
129	016	7	verb, normal	et
130	016	8	verb, normal	ede
131	016	9	verb, normal	ede
132	016	10	verb, normal	ende
133	017	1	verb, normal	e
134	017	2	verb, normal	er
135	017	3	verb, normal	es
136	017	4	verb, normal	et
137	017	5	verb, normal	et
138	017	7	verb, normal	et
139	017	8	verb, normal	ete
140	017	9	verb, normal	ete
141	017	10	verb, normal	ende
142	017	11	verb, normal	e
143	017	6	verb, normal	et
144	018	1	verb, normal	+je
145	018	7	verb, normal	+jet
146	018	8	verb, normal	+jede
147	018	9	verb, normal	+jede
148	018	4	verb, normal	+jet
149	018	2	verb, normal	+jer
150	018	5	verb, normal	+jet
151	018	3	verb, normal	+jes
152	018	11	verb, normal	+
153	018	6	verb, normal	+jet
154	018	10	verb, normal	+jende
155	019	11	verb, normal	e
156	019	10	verb, normal	ende
157	019	9	verb, normal	ede
158	019	8	verb, normal	ede
159	019	7	verb, normal	et
160	019	6	verb, normal	et
161	019	5	verb, normal	et
162	019	4	verb, normal	et
163	019	2	verb, normal	er
164	019	1	verb, normal	e
165	019	3	verb, normal	es
166	020	1	verb, normal	e
167	020	2	verb, normal	er
168	020	3	verb, normal	es
169	020	4	verb, normal	te
170	020	5	verb, normal	t
171	020	7	verb, normal	t
172	020	8	verb, normal	te
173	020	9	verb, normal	te
174	020	10	verb, normal	ende
175	020	11	verb, normal	
176	020	6	verb, normal	t
177	021	1	verb, normal	++e
178	021	2	verb, normal	++er
179	021	3	verb, normal	++es
180	021	4	verb, normal	+te
181	021	5	verb, normal	+t
182	021	7	verb, normal	+t
183	021	8	verb, normal	+te
184	021	9	verb, normal	+te
185	021	10	verb, normal	++ende
186	021	11	verb, normal	++
187	021	6	verb, normal	+t
188	022	1	verb, normal	++e
189	022	2	verb, normal	++er
190	022	3	verb, normal	++es
191	022	4	verb, normal	+te
192	022	5	verb, normal	+t
193	022	7	verb, normal	+t
194	022	8	verb, normal	+te
195	022	9	verb, normal	+te
196	022	10	verb, normal	++ende
197	022	11	verb, normal	+
198	022	6	verb, normal	+t
199	023	1	verb, normal	je
200	023	2	verb, normal	jer
201	023	3	verb, normal	jes
202	023	4	verb, normal	te
203	023	5	verb, normal	t
204	023	7	verb, normal	t
205	023	8	verb, normal	te
206	023	9	verb, normal	te
207	023	10	verb, normal	ende
208	023	11	verb, normal	
209	023	6	verb, normal	t
210	027	11	verb, normal	i+
211	027	10	verb, normal	i+ende
212	027	9	verb, normal	i+te
213	027	8	verb, normal	i+te
214	027	6	verb, normal	i+t
215	027	5	verb, normal	i+t
216	027	4	verb, normal	je+
217	027	3	verb, normal	i+es
218	027	2	verb, normal	i+er
219	027	1	verb, normal	i+e
220	027	7	verb, normal	i+t
221	030	1	verb, normal	e
222	030	2	verb, normal	er
223	030	3	verb, normal	es
224	030	4	verb, normal	de
225	030	5	verb, normal	d
226	030	7	verb, normal	d
227	030	8	verb, normal	de
228	030	9	verb, normal	de
229	030	10	verb, normal	ende
230	030	11	verb, normal	
231	030	6	verb, normal	d
232	031	1	verb, normal	++e
233	031	2	verb, normal	++er
234	031	3	verb, normal	++es
235	031	4	verb, normal	+de
236	031	5	verb, normal	+d
237	031	7	verb, normal	+d
238	031	8	verb, normal	+de
239	031	9	verb, normal	+de
240	031	10	verb, normal	++ende
241	031	11	verb, normal	++
242	031	6	verb, normal	+d
243	033	1	verb, normal	je
244	033	2	verb, normal	jer
245	033	3	verb, normal	jes
246	033	4	verb, normal	de
247	033	5	verb, normal	d
248	033	7	verb, normal	d
249	033	8	verb, normal	de
250	033	9	verb, normal	de
251	033	10	verb, normal	ende
252	033	11	verb, normal	
253	033	6	verb, normal	d
254	040	1	verb, normal	
255	040	2	verb, normal	r
256	040	3	verb, normal	s
257	040	4	verb, normal	dde
258	040	5	verb, normal	dd
259	040	7	verb, normal	dd
260	040	8	verb, normal	dde
261	040	9	verb, normal	dde
262	040	10	verb, normal	ende
263	040	11	verb, normal	
264	040	6	verb, normal	dd
265	041	1	verb, normal	
266	041	2	verb, normal	r
267	041	3	verb, normal	s
268	041	4	verb, normal	dde
269	041	5	verb, normal	dd
270	041	7	verb, normal	dd
271	041	8	verb, normal	dde
272	041	9	verb, normal	dde
273	041	10	verb, normal	dende
274	041	11	verb, normal	
275	041	6	verb, normal	dd
276	042	1	verb, normal	
277	042	2	verb, normal	r
278	042	3	verb, normal	s
279	042	4	verb, normal	dte
280	042	5	verb, normal	dt
281	042	7	verb, normal	dt
282	042	8	verb, normal	dte
283	042	9	verb, normal	dte
284	042	10	verb, normal	ende
285	042	11	verb, normal	
286	042	6	verb, normal	dt
287	043	1	verb, normal	e
288	043	2	verb, normal	er
289	043	3	verb, normal	es
290	043	4	verb, normal	dde
291	043	5	verb, normal	dd
292	043	7	verb, normal	dd
293	043	8	verb, normal	dde
294	043	9	verb, normal	dde
295	043	10	verb, normal	ende
296	043	11	verb, normal	
297	043	6	verb, normal	dd
298	044	1	verb, normal	je
299	044	2	verb, normal	jer
300	044	3	verb, normal	jes
301	044	4	verb, normal	de
302	044	5	verb, normal	d
303	044	7	verb, normal	d
304	044	8	verb, normal	de
305	044	9	verb, normal	de
306	044	10	verb, normal	ende
307	044	11	verb, normal	
308	044	6	verb, normal	d
309	045	1	verb, normal	
310	045	2	verb, normal	r
311	045	3	verb, normal	s
312	045	4	verb, normal	de
313	045	5	verb, normal	dd
314	045	7	verb, normal	dd
315	045	8	verb, normal	dde
316	045	9	verb, normal	dde
317	045	10	verb, normal	ende
318	045	11	verb, normal	
319	045	6	verb, normal	dd
320	046	1	verb, normal	e
321	046	2	verb, normal	er
322	046	3	verb, normal	es
323	046	4	verb, normal	gde
324	046	5	verb, normal	gd
325	046	7	verb, normal	gd
326	046	8	verb, normal	gde
327	046	9	verb, normal	gde
328	046	10	verb, normal	ende
329	046	11	verb, normal	
330	046	6	verb, normal	gd
331	047	1	verb, normal	øye
332	047	2	verb, normal	øyer
333	047	3	verb, normal	øyes
334	047	4	verb, normal	øgde
335	047	5	verb, normal	øgd
336	047	7	verb, normal	øgd
337	047	8	verb, normal	øgde
338	047	9	verb, normal	øgde
339	047	10	verb, normal	øyende
340	047	11	verb, normal	øy
341	047	6	verb, normal	øgd
342	048	1	verb, normal	
343	048	2	verb, normal	r
344	048	3	verb, normal	s
345	048	4	verb, normal	dde
346	048	5	verb, normal	tt
347	048	7	verb, normal	tt
348	048	8	verb, normal	tte
349	048	9	verb, normal	tte
350	048	10	verb, normal	ende
351	048	11	verb, normal	
352	048	6	verb, normal	tt
353	049	1	verb, normal	
354	049	2	verb, normal	r
355	049	3	verb, normal	es
356	049	4	verb, normal	dde
357	049	5	verb, normal	tt
358	049	7	verb, normal	tt
359	049	8	verb, normal	tte
360	049	9	verb, normal	tte
361	049	10	verb, normal	ende
362	049	11	verb, normal	
363	049	6	verb, normal	tt
364	050	1	verb, normal	e
365	050	2	verb, normal	er
366	050	3	verb, normal	es
367	050	4	verb, normal	
368	050	5	verb, normal	t
369	050	7	verb, normal	t
370	050	8	verb, normal	te
371	050	9	verb, normal	te
372	050	10	verb, normal	ende
373	050	11	verb, normal	
374	050	6	verb, normal	t
375	051	1	verb, normal	e
376	051	2	verb, normal	er
377	051	3	verb, normal	es
378	051	4	verb, normal	
379	051	5	verb, normal	et
380	051	7	verb, normal	et
381	051	8	verb, normal	te
382	051	9	verb, normal	te
383	051	10	verb, normal	ende
384	051	11	verb, normal	
385	051	6	verb, normal	et
386	052	1	verb, normal	++e
387	052	2	verb, normal	++er
388	052	3	verb, normal	++es
389	052	4	verb, normal	++
390	052	5	verb, normal	+d
391	052	7	verb, normal	+d
392	052	8	verb, normal	+de
393	052	9	verb, normal	+de
394	052	10	verb, normal	++ende
395	052	11	verb, normal	++
396	052	6	verb, normal	+d
397	055	1	verb, normal	++e
398	055	2	verb, normal	++er
399	055	3	verb, normal	++es
400	055	4	verb, normal	+t
401	055	5	verb, normal	+t
402	055	7	verb, normal	+t
403	055	8	verb, normal	+te
404	055	9	verb, normal	+te
405	055	10	verb, normal	++ende
406	055	11	verb, normal	++
407	055	6	verb, normal	+t
408	060	1	verb, normal	i++e
409	060	2	verb, normal	i++er
410	060	3	verb, normal	i++es
411	060	4	verb, normal	i++et
412	060	5	verb, normal	u++et
413	060	7	verb, normal	u++et
414	060	8	verb, normal	u++e
415	060	9	verb, normal	u++e
416	060	10	verb, normal	i++ende
417	060	11	verb, normal	i++
418	060	6	verb, normal	u++et
419	090	1	verb, ubøy	
420	1001	1	forkorting	
421	1002	1	prefiks	
422	1003	1	i sammensetting	
423	1004	1	symbol	
424	101	1	verb, normal	inge
425	101	2	verb, normal	inger
426	101	3	verb, normal	inges
427	101	4	verb, normal	akte
428	101	5	verb, normal	akt
429	101	7	verb, normal	akt
430	101	8	verb, normal	akte
431	101	9	verb, normal	akte
432	101	10	verb, normal	ingende
433	101	11	verb, normal	ing
434	101	6	verb, normal	akt
435	102	1	verb, normal	inge
436	102	2	verb, normal	inger
437	102	3	verb, normal	inges
438	102	4	verb, normal	agte
439	102	5	verb, normal	agt
440	102	7	verb, normal	agt
441	102	8	verb, normal	agte
442	102	9	verb, normal	agte
443	102	10	verb, normal	ingende
444	102	11	verb, normal	ing
445	102	6	verb, normal	agt
446	103	1	verb, normal	e+e
447	103	2	verb, normal	e+er
448	103	3	verb, normal	e+es
449	103	4	verb, normal	a+te
450	103	5	verb, normal	a+t
451	103	7	verb, normal	a+t
452	103	8	verb, normal	a+te
453	103	9	verb, normal	a+te
454	103	10	verb, normal	e+ende
455	103	11	verb, normal	e+
456	103	6	verb, normal	a+t
457	104	1	verb, normal	egge
458	104	2	verb, normal	egger
459	104	3	verb, normal	egges
460	104	4	verb, normal	a
461	104	5	verb, normal	agt
462	104	7	verb, normal	agt
463	104	8	verb, normal	agte
464	104	9	verb, normal	agte
465	104	10	verb, normal	eggende
466	104	11	verb, normal	egg
467	104	6	verb, normal	agt
468	106	1	verb, normal	e++e
469	106	2	verb, normal	e++er
470	106	3	verb, normal	e++es
471	106	4	verb, normal	a++e
472	106	5	verb, normal	a++
473	106	7	verb, normal	a++
474	106	8	verb, normal	a++e
475	106	9	verb, normal	a++e
476	106	10	verb, normal	e++ende
477	106	11	verb, normal	e++
478	106	6	verb, normal	a++
479	109	1	verb, normal	e++e
480	109	2	verb, normal	e++er
481	109	3	verb, normal	e++es
482	109	4	verb, normal	a+te
483	109	5	verb, normal	a+t
484	109	7	verb, normal	a+t
485	109	8	verb, normal	a+te
486	109	9	verb, normal	a+te
487	109	10	verb, normal	e++ende
488	109	11	verb, normal	e++
489	109	6	verb, normal	a+t
490	112	1	verb, normal	e+%e
491	112	2	verb, normal	e+%er
492	112	3	verb, normal	e+%es
493	112	4	verb, normal	a+%te
494	112	5	verb, normal	a+%t
495	112	7	verb, normal	a+%t
496	112	8	verb, normal	a+%te
497	112	9	verb, normal	a+%te
498	112	10	verb, normal	e+%ende
499	112	11	verb, normal	e+%
500	112	6	verb, normal	a+%t
501	115	1	verb, normal	ie
502	115	2	verb, normal	ier
503	115	3	verb, normal	ies
504	115	4	verb, normal	agde
505	115	5	verb, normal	agd
506	115	7	verb, normal	agd
507	115	8	verb, normal	agde
508	115	9	verb, normal	agde
509	115	10	verb, normal	iende
510	115	11	verb, normal	i
511	115	6	verb, normal	agd
512	120	1	verb, normal	e+%e
513	120	2	verb, normal	e+%er
514	120	3	verb, normal	e+%es
515	120	4	verb, normal	a+%
516	120	5	verb, normal	e+%t
517	120	7	verb, normal	e+%t
518	120	8	verb, normal	e+%te
519	120	9	verb, normal	e+%te
520	120	10	verb, normal	e+%ende
521	120	11	verb, normal	e+%
522	120	6	verb, normal	e+%t
523	121	1	verb, normal	e+%e
524	121	2	verb, normal	e+%er
525	121	3	verb, normal	e+%es
526	121	4	verb, normal	o+%te
527	121	5	verb, normal	o+%t
528	121	7	verb, normal	o+%t
529	121	8	verb, normal	o+%te
530	121	9	verb, normal	o+%te
531	121	10	verb, normal	e+%ende
532	121	11	verb, normal	e+%
533	121	6	verb, normal	o+%t
534	122	1	verb, normal	ø%e
535	122	2	verb, normal	ø%er
536	122	3	verb, normal	ø%es
537	122	4	verb, normal	u%te
538	122	5	verb, normal	u%t
539	122	7	verb, normal	u%t
540	122	8	verb, normal	u%te
541	122	9	verb, normal	u%te
542	122	10	verb, normal	ø%ende
543	122	11	verb, normal	ø%
544	122	6	verb, normal	u%t
545	123	1	verb, normal	ø++e
546	123	2	verb, normal	ø+
547	123	3	verb, normal	ø++es
548	123	4	verb, normal	u+te
549	123	5	verb, normal	u+t
550	123	7	verb, normal	u+t
551	123	8	verb, normal	u+te
552	123	9	verb, normal	u+te
553	123	10	verb, normal	ø++ende
554	123	11	verb, normal	ø+
555	123	6	verb, normal	u+t
556	125	1	verb, normal	ø+%e
557	125	2	verb, normal	ø+%er
558	125	3	verb, normal	ø+%es
559	125	4	verb, normal	u+%te
560	125	5	verb, normal	u+%t
561	125	7	verb, normal	u+%t
562	125	8	verb, normal	u+%te
563	125	9	verb, normal	u+%te
564	125	10	verb, normal	ø+%ende
565	125	11	verb, normal	ø+%
566	125	6	verb, normal	u+%t
567	126	1	verb, normal	øre
568	126	2	verb, normal	ør
569	126	3	verb, normal	øres
570	126	4	verb, normal	orde
571	126	5	verb, normal	ort
572	126	7	verb, normal	ort
573	126	8	verb, normal	orte
574	126	9	verb, normal	orte
575	126	10	verb, normal	ørende
576	126	11	verb, normal	ør
577	126	6	verb, normal	ort
578	151	1	verb, normal	i+e
579	151	2	verb, normal	ei+
580	151	3	verb, normal	i+es
581	151	4	verb, normal	iss+e
582	151	5	verb, normal	iss+
583	151	7	verb, normal	iss+
584	151	8	verb, normal	iss+e
585	151	9	verb, normal	iss+e
586	151	10	verb, normal	i+ende
587	151	11	verb, normal	i+
588	151	6	verb, normal	iss+
589	152	1	verb, normal	i+e
590	152	2	verb, normal	e+
591	152	3	verb, normal	i+es
592	152	4	verb, normal	iss+e
593	152	5	verb, normal	iss+
594	152	7	verb, normal	iss+
595	152	8	verb, normal	iss+e
596	152	9	verb, normal	iss+e
597	152	10	verb, normal	i+ende
598	152	11	verb, normal	i+
599	152	6	verb, normal	iss+
600	153	1	verb, normal	eie
601	153	2	verb, normal	eier
602	153	3	verb, normal	eies
603	153	4	verb, normal	åtte
604	153	5	verb, normal	ått
605	153	7	verb, normal	ått
606	153	8	verb, normal	åtte
607	153	9	verb, normal	åtte
608	153	10	verb, normal	eiende
609	153	11	verb, normal	ei
610	153	6	verb, normal	ått
611	158	1	verb, normal	be
612	158	2	verb, normal	ber
613	158	3	verb, normal	bes
614	158	4	verb, normal	bad
615	158	5	verb, normal	bedt
616	158	7	verb, normal	bedt
617	158	8	verb, normal	bedte
618	158	9	verb, normal	bedte
619	158	10	verb, normal	beende
620	158	11	verb, normal	be
621	158	6	verb, normal	bedt
622	159	1	verb, normal	bede
623	159	2	verb, normal	beder
624	159	3	verb, normal	bedes
625	159	4	verb, normal	bad
626	159	5	verb, normal	bedt
627	159	7	verb, normal	bedt
628	159	8	verb, normal	bedte
629	159	9	verb, normal	bedte
630	159	10	verb, normal	bedende
631	159	11	verb, normal	bed
632	159	6	verb, normal	bedt
633	160	1	verb, normal	be
634	160	2	verb, normal	ber
635	160	3	verb, normal	bes
636	160	4	verb, normal	ba
637	160	5	verb, normal	bedt
638	160	7	verb, normal	bedt
639	160	8	verb, normal	bedte
640	160	9	verb, normal	bedte
641	160	10	verb, normal	beende
642	160	11	verb, normal	be
643	160	6	verb, normal	bedt
644	161	1	verb, normal	bede
645	161	2	verb, normal	beder
646	161	3	verb, normal	bedes
647	161	4	verb, normal	ba
648	161	5	verb, normal	bedt
649	161	7	verb, normal	bedt
650	161	8	verb, normal	bedte
651	161	9	verb, normal	bedte
652	161	10	verb, normal	bedende
653	161	11	verb, normal	bed
654	161	6	verb, normal	bedt
655	162	1	verb, normal	leite
656	162	2	verb, normal	leiter
657	162	3	verb, normal	leites
658	162	4	verb, normal	lette
659	162	5	verb, normal	lett
660	162	7	verb, normal	lett
661	162	8	verb, normal	lette
662	162	9	verb, normal	lette
663	162	10	verb, normal	leitende
664	162	11	verb, normal	leit
665	162	6	verb, normal	lett
666	163	1	verb, normal	i
667	163	2	verb, normal	ir
668	163	3	verb, normal	is
669	163	4	verb, normal	eid
670	163	5	verb, normal	idd
671	163	7	verb, normal	idd
672	163	8	verb, normal	idde
673	163	9	verb, normal	idde
674	163	10	verb, normal	iende
675	163	11	verb, normal	i
676	163	6	verb, normal	idd
677	164	1	verb, normal	ide
678	164	2	verb, normal	ider
679	164	3	verb, normal	ides
680	164	4	verb, normal	eid
681	164	5	verb, normal	idd
682	164	7	verb, normal	idd
683	164	8	verb, normal	idde
684	164	9	verb, normal	idde
685	164	10	verb, normal	idende
686	164	11	verb, normal	id
687	164	6	verb, normal	idd
688	166	1	verb, normal	ide
689	166	2	verb, normal	ider
690	166	3	verb, normal	ides
691	166	4	verb, normal	ed
692	166	5	verb, normal	idt
693	166	7	verb, normal	idt
694	166	8	verb, normal	idte
695	166	9	verb, normal	idte
696	166	10	verb, normal	idende
697	166	11	verb, normal	id
698	166	6	verb, normal	idt
699	167	1	verb, normal	ide
700	167	2	verb, normal	ider
701	167	3	verb, normal	ides
702	167	4	verb, normal	ei
703	167	5	verb, normal	idt
704	167	7	verb, normal	idt
705	167	8	verb, normal	idte
706	167	9	verb, normal	idte
707	167	10	verb, normal	idende
708	167	11	verb, normal	id
709	167	6	verb, normal	idt
710	168	1	verb, normal	i
711	168	2	verb, normal	ir
712	168	3	verb, normal	is
713	168	4	verb, normal	ed
714	168	5	verb, normal	idt
715	168	7	verb, normal	idt
716	168	8	verb, normal	idte
717	168	9	verb, normal	idte
718	168	10	verb, normal	iende
719	168	11	verb, normal	i
720	168	6	verb, normal	idt
721	169	1	verb, normal	i
722	169	2	verb, normal	ir
723	169	3	verb, normal	is
724	169	4	verb, normal	ei
725	169	5	verb, normal	idt
726	169	7	verb, normal	idt
727	169	8	verb, normal	idte
728	169	9	verb, normal	idte
729	169	10	verb, normal	iende
730	169	11	verb, normal	i
731	169	6	verb, normal	idt
732	1695	1	adverb	
733	1696	1	adverb	
734	171	1	verb, normal	i
735	171	2	verb, normal	ir
736	171	3	verb, normal	is
737	171	4	verb, normal	e
738	171	5	verb, normal	itt
739	171	7	verb, normal	itt
740	171	8	verb, normal	itte
741	171	9	verb, normal	itte
742	171	10	verb, normal	ivende
743	171	11	verb, normal	i
744	171	6	verb, normal	itt
745	172	1	verb, normal	i
746	172	2	verb, normal	ir
747	172	3	verb, normal	is
748	172	4	verb, normal	ei
749	172	5	verb, normal	itt
750	172	7	verb, normal	itt
751	172	8	verb, normal	itte
752	172	9	verb, normal	itte
753	172	10	verb, normal	ivende
754	172	11	verb, normal	i
755	172	6	verb, normal	itt
756	173	1	verb, normal	ide
757	173	2	verb, normal	ider
758	173	3	verb, normal	ides
759	173	4	verb, normal	ei
760	173	5	verb, normal	idd
761	173	7	verb, normal	idd
762	173	8	verb, normal	idde
763	173	9	verb, normal	idde
764	173	10	verb, normal	idende
765	173	11	verb, normal	id
766	173	6	verb, normal	idd
767	174	1	verb, normal	i
768	174	2	verb, normal	ir
769	174	3	verb, normal	is
770	174	4	verb, normal	ei
771	174	5	verb, normal	idd
772	174	7	verb, normal	idd
773	174	8	verb, normal	idde
774	174	9	verb, normal	idde
775	174	10	verb, normal	iende
776	174	11	verb, normal	i
777	174	6	verb, normal	idd
778	175	1	verb, normal	i
779	175	2	verb, normal	ir
780	175	3	verb, normal	is
781	175	4	verb, normal	ev
782	175	5	verb, normal	itt
783	175	7	verb, normal	itt
784	175	8	verb, normal	itte
785	175	9	verb, normal	itte
786	175	10	verb, normal	ivende
787	175	11	verb, normal	i
788	175	6	verb, normal	itt
789	176	1	verb, normal	i
790	176	2	verb, normal	ir
791	176	3	verb, normal	is
792	176	4	verb, normal	eiv
793	176	5	verb, normal	itt
794	176	7	verb, normal	itt
795	176	8	verb, normal	itte
796	176	9	verb, normal	itte
797	176	10	verb, normal	ivende
798	176	11	verb, normal	i
799	176	6	verb, normal	itt
800	177	1	verb, normal	ive
801	177	2	verb, normal	iver
802	177	3	verb, normal	ives
803	177	4	verb, normal	ev
804	177	5	verb, normal	itt
805	177	7	verb, normal	itt
806	177	8	verb, normal	itte
807	177	9	verb, normal	itte
808	177	10	verb, normal	ivende
809	177	11	verb, normal	iv
810	177	6	verb, normal	itt
811	178	1	verb, normal	ive
812	178	2	verb, normal	iver
813	178	3	verb, normal	ives
814	178	4	verb, normal	eiv
815	178	5	verb, normal	itt
816	178	7	verb, normal	itt
817	178	8	verb, normal	itte
818	178	9	verb, normal	itte
819	178	10	verb, normal	ivende
820	178	11	verb, normal	iv
821	178	6	verb, normal	itt
822	179	1	verb, normal	i
823	179	2	verb, normal	ir
824	179	3	verb, normal	is
825	179	4	verb, normal	ed
826	179	5	verb, normal	idd
827	179	7	verb, normal	idd
828	179	8	verb, normal	idde
829	179	9	verb, normal	idde
830	179	10	verb, normal	iende
831	179	11	verb, normal	i
832	179	6	verb, normal	idd
833	180	1	verb, normal	i
834	180	2	verb, normal	ir
835	180	3	verb, normal	is
836	180	4	verb, normal	ei
837	180	5	verb, normal	idt
838	180	7	verb, normal	idt
839	180	8	verb, normal	idte
840	180	9	verb, normal	idte
841	180	10	verb, normal	iende
842	180	11	verb, normal	i
843	180	6	verb, normal	idt
844	181	1	verb, normal	ide
845	181	2	verb, normal	ider
846	181	3	verb, normal	ides
847	181	4	verb, normal	ed
848	181	5	verb, normal	idd
849	181	7	verb, normal	idd
850	181	8	verb, normal	idde
851	181	9	verb, normal	idde
852	181	10	verb, normal	idende
853	181	11	verb, normal	id
854	181	6	verb, normal	idd
855	182	1	verb, normal	ide
856	182	2	verb, normal	ider
857	182	3	verb, normal	ides
858	182	4	verb, normal	ei
859	182	5	verb, normal	idt
860	182	7	verb, normal	idt
861	182	8	verb, normal	idte
862	182	9	verb, normal	idte
863	182	10	verb, normal	idende
864	182	11	verb, normal	id
865	182	6	verb, normal	idt
866	183	1	verb, normal	i
867	183	2	verb, normal	ir
868	183	3	verb, normal	is
869	183	4	verb, normal	eid
870	183	5	verb, normal	idt
871	183	7	verb, normal	idt
872	183	8	verb, normal	idte
873	183	9	verb, normal	idte
874	183	10	verb, normal	iende
875	183	11	verb, normal	i
876	183	6	verb, normal	idt
877	184	1	verb, normal	ide
878	184	2	verb, normal	ider
879	184	3	verb, normal	ides
880	184	4	verb, normal	eid
881	184	5	verb, normal	idt
882	184	7	verb, normal	idt
883	184	8	verb, normal	idte
884	184	9	verb, normal	idte
885	184	10	verb, normal	idende
886	184	11	verb, normal	id
887	184	6	verb, normal	idt
888	185	9	verb, normal	idde
889	185	10	verb, normal	iende
890	185	11	verb, normal	i
891	185	1	verb, normal	i
892	185	2	verb, normal	ir
893	185	3	verb, normal	is
894	185	4	verb, normal	e
895	185	5	verb, normal	idd
896	185	6	verb, normal	idd
897	185	7	verb, normal	idd
898	185	8	verb, normal	idde
899	186	1	verb, normal	ide
900	186	2	verb, normal	ider
901	186	3	verb, normal	ides
902	186	4	verb, normal	ed
903	186	5	verb, normal	edet
904	186	7	verb, normal	edet
905	186	8	verb, normal	edne
906	186	9	verb, normal	edne
907	186	10	verb, normal	idende
908	186	11	verb, normal	id
909	186	6	verb, normal	idt
910	187	1	verb, normal	ide
911	187	2	verb, normal	ider
912	187	3	verb, normal	ides
913	187	4	verb, normal	ei
914	187	5	verb, normal	edet
915	187	7	verb, normal	edet
916	187	8	verb, normal	edne
917	187	9	verb, normal	edne
918	187	10	verb, normal	idende
919	187	11	verb, normal	id
920	187	6	verb, normal	edet
921	188	1	verb, normal	i
922	188	2	verb, normal	ir
923	188	3	verb, normal	is
924	188	4	verb, normal	ed
925	188	5	verb, normal	edet
926	188	7	verb, normal	edet
927	188	8	verb, normal	edne
928	188	9	verb, normal	edne
929	188	10	verb, normal	iende
